,price,Days on Market,Year Built,sqft,bed,bath,zipcode
1,1127,41.0,2009.0,753,1,1,89166
2,1124,41.0,2009.0,771,1,1,89166
3,1335,41.0,2009.0,849,1,1,89166
4,1347,41.0,2009.0,820,1,1,89166
5,1123,41.0,2009.0,801,1,1,89166
6,1168,41.0,2009.0,771,1,1,89166
7,1267,41.0,2009.0,820,1,1,89166
8,1205,41.0,2009.0,820,1,1,89166
9,1156,41.0,2009.0,801,1,1,89166
10,1196,41.0,2009.0,801,1,1,89166
11,1201,41.0,2009.0,871,1,1,89166
12,1143,41.0,2009.0,801,1,1,89166
13,1194,41.0,2009.0,753,1,1,89166
14,1137,41.0,2009.0,820,1,1,89166
15,1228,41.0,2009.0,871,1,1,89166
16,1207,41.0,2009.0,820,1,1,89166
17,1225,41.0,2009.0,849,1,1,89166
18,1335,41.0,2009.0,849,1,1,89166
19,1167,41.0,2009.0,753,1,1,89166
20,1348,41.0,2009.0,871,1,1,89166
21,1181,41.0,2009.0,801,1,1,89166
22,1181,41.0,2009.0,871,1,1,89166
24,1638,41.0,2009.0,956,2,1,89166
26,1638,41.0,2009.0,1166,2,2,89166
27,1656,41.0,2009.0,1161,2,2,89166
28,1573,41.0,2009.0,1166,2,2,89166
29,1639,41.0,2009.0,1039,2,2,89166
30,1789,41.0,2009.0,1110,2,2,89166
33,1217,5.0,1999.0,700,1,1,89183
34,1133,5.0,1999.0,700,1,1,89183
35,1220,5.0,1999.0,775,1,1,89183
36,1210,5.0,1999.0,775,1,1,89183
37,1177,5.0,1999.0,775,1,1,89183
38,1133,5.0,1999.0,700,1,1,89183
39,1177,5.0,1999.0,775,1,1,89183
40,1251,5.0,1999.0,775,1,1,89183
41,1220,5.0,1999.0,775,1,1,89183
42,985,5.0,1999.0,700,1,1,89183
44,1321,5.0,1999.0,938,2,2,89183
45,1280,5.0,1999.0,938,2,2,89183
46,1265,5.0,1999.0,938,2,2,89183
47,1235,5.0,1999.0,938,2,2,89183
48,1316,5.0,1999.0,1024,2,2,89183
49,1395,5.0,1999.0,1024,2,2,89183
50,1235,5.0,1999.0,938,2,2,89183
51,1406,5.0,1999.0,1024,2,2,89183
52,1316,5.0,1999.0,1024,2,2,89183
53,1235,5.0,1999.0,938,2,2,89183
54,1235,5.0,1999.0,938,2,2,89183
57,1338,16.0,2015.0,836,1,1,89113
58,1313,16.0,2015.0,836,1,1,89113
59,1378,16.0,2015.0,836,1,1,89113
60,1353,16.0,2015.0,898,1,1,89113
61,1338,16.0,2015.0,836,1,1,89113
62,1363,16.0,2015.0,898,1,1,89113
63,1328,16.0,2015.0,836,1,1,89113
64,1403,16.0,2015.0,836,1,1,89113
65,1353,16.0,2015.0,898,1,1,89113
67,1518,16.0,2015.0,1219,2,2,89113
68,1583,16.0,2015.0,1219,2,2,89113
69,1483,16.0,2015.0,1123,2,2,89113
70,1533,16.0,2015.0,1123,2,2,89113
71,1533,16.0,2015.0,1219,2,2,89113
72,1508,16.0,2015.0,1219,2,2,89113
73,1483,16.0,2015.0,1123,2,2,89113
74,1483,16.0,2015.0,1123,2,2,89113
75,1443,16.0,2015.0,1123,2,2,89113
76,1483,16.0,2015.0,1123,2,2,89113
77,1518,16.0,2015.0,1219,2,2,89113
78,1483,16.0,2015.0,1123,2,2,89113
79,1583,16.0,2015.0,1219,2,2,89113
80,1558,16.0,2015.0,1219,2,2,89113
81,1508,16.0,2015.0,1123,2,2,89113
82,1483,16.0,2015.0,1123,2,2,89113
85,1283,32.0,1998.0,814,1,1,89147
86,1253,32.0,1998.0,759,1,1,89147
87,1165,32.0,1998.0,759,1,1,89147
88,1242,32.0,1998.0,759,1,1,89147
89,1192,32.0,1998.0,759,1,1,89147
90,1227,32.0,1998.0,759,1,1,89147
92,1458,32.0,1998.0,1055,2,2,89147
93,1508,32.0,1998.0,1080,2,2,89147
94,1363,32.0,1998.0,1055,2,2,89147
97,1325,4.0,,749,1,1,89148
98,1317,4.0,,749,1,1,89148
100,1490,4.0,,1016,2,2,89148
101,1405,4.0,,1016,2,2,89148
102,1645,4.0,,1203,2,2,89148
103,1405,4.0,,1155,2,2,89148
104,1520,4.0,,1155,2,2,89148
107,1258,35.0,,776,1,1,89131
108,1258,35.0,,776,1,1,89131
109,1258,35.0,,776,1,1,89131
110,1238,35.0,,776,1,1,89131
112,1365,35.0,,1087,2,2,89131
113,1365,35.0,,1087,2,2,89131
114,1355,35.0,,1079,2,2,89131
115,1260,35.0,,1079,2,2,89131
116,1335,35.0,,1079,2,2,89131
117,1365,35.0,,1087,2,2,89131
118,1355,35.0,,1079,2,2,89131
119,1385,35.0,,1087,2,2,89131
121,1822,35.0,,1250,3,2,89131
123,1045,,,724,1,1,89103
124,1330,,,1040,2,2,89103
127,1362,49.0,2012.0,908,1,1,89183
128,1190,49.0,2012.0,842,1,1,89183
129,1340,49.0,2012.0,842,1,1,89183
130,1184,49.0,2012.0,908,1,1,89183
131,1203,49.0,2012.0,842,1,1,89183
132,1165,49.0,2012.0,842,1,1,89183
133,1390,49.0,2012.0,908,1,1,89183
134,1448,49.0,2012.0,908,1,1,89183
136,1505,49.0,2012.0,1084,2,2,89183
137,1628,49.0,2012.0,1197,2,2,89183
138,1628,49.0,2012.0,1084,2,2,89183
139,1628,49.0,2012.0,1197,2,2,89183
140,1536,49.0,2012.0,1084,2,2,89183
141,1690,49.0,2012.0,1197,2,2,89183
142,1628,49.0,2012.0,1197,2,2,89183
143,1505,49.0,2012.0,1084,2,2,89183
145,1650,49.0,2012.0,1395,3,2,89183
146,2359,49.0,2012.0,1395,3,2,89183
147,1675,49.0,2012.0,1395,3,2,89183
148,1675,49.0,2012.0,1395,3,2,89183
150,0,0.0,0.0,0,0,0,0
151,0,0.0,0.0,0,0,0,0
152,0,0.0,0.0,0,0,0,0
153,0,0.0,0.0,0,0,0,0
154,0,0.0,0.0,0,0,0,0
155,0,0.0,0.0,0,0,0,0
156,0,0.0,0.0,0,0,0,0
157,0,0.0,0.0,0,0,0,0
158,0,0.0,0.0,0,0,0,0
159,0,0.0,0.0,0,0,0,0
160,0,0.0,0.0,0,0,0,0
161,0,0.0,0.0,0,0,0,0
162,0,0.0,0.0,0,0,0,0
165,1019,48.0,1998.0,717,1,1,89103
166,1019,48.0,1998.0,717,1,1,89103
167,1149,48.0,1998.0,717,1,1,89103
169,1244,48.0,1998.0,947,2,2,89103
170,1244,48.0,1998.0,947,2,2,89103
171,1244,48.0,1998.0,947,2,2,89103
172,1399,48.0,1998.0,994,2,2,89103
173,1309,48.0,1998.0,994,2,2,89103
174,1339,48.0,1998.0,994,2,2,89103
176,1519,48.0,1998.0,1170,3,2,89103
177,1519,48.0,1998.0,1170,3,2,89103
178,1519,48.0,1998.0,1170,3,2,89103
181,1324,,,851,1,1,89148
182,1325,,,851,1,1,89148
183,1324,,,851,1,1,89148
184,1315,,,851,1,1,89148
185,1553,,,1026,1,1,89148
186,1358,,,851,1,1,89148
187,1318,,,851,1,1,89148
188,1310,,,854,1,1,89148
189,1393,,,854,1,1,89148
190,1319,,,854,1,1,89148
191,1400,,,854,1,1,89148
192,1323,,,854,1,1,89148
193,1553,,,1026,1,1,89148
194,1324,,,851,1,1,89148
195,1343,,,854,1,1,89148
196,1308,,,851,1,1,89148
197,1374,,,851,1,1,89148
198,1319,,,854,1,1,89148
199,1324,,,851,1,1,89148
201,1684,,,1208,2,2,89148
202,1599,,,1185,2,2,89148
203,1649,,,1185,2,2,89148
204,1719,,,1208,2,2,89148
205,1674,,,1189,2,2,89148
206,1724,,,1203,2,2,89148
207,1664,,,1203,2,2,89148
208,1664,,,1203,2,2,89148
209,1719,,,1208,2,2,89148
210,1674,,,1203,2,2,89148
211,1649,,,1185,2,2,89148
212,1724,,,1203,2,2,89148
213,1649,,,1185,2,2,89148
214,1684,,,1208,2,2,89148
215,1719,,,1208,2,2,89148
216,1664,,,1203,2,2,89148
217,1674,,,1203,2,2,89148
220,1140,19.0,,797,1,1,89119
221,1185,19.0,,797,1,1,89119
222,1190,19.0,,797,1,1,89119
224,1420,19.0,,1066,2,2,89119
225,1390,19.0,,1066,2,2,89119
226,1300,19.0,,1066,2,2,89119
227,1390,19.0,,1066,2,2,89119
228,1390,19.0,,1066,2,2,89119
229,1275,19.0,,1046,2,2,89119
230,1390,19.0,,1046,2,2,89119
231,1390,19.0,,1046,2,2,89119
232,1270,19.0,,1046,2,2,89119
233,1390,19.0,,1066,2,2,89119
234,1390,19.0,,1066,2,2,89119
235,1390,19.0,,1066,2,2,89119
236,1270,19.0,,1046,2,2,89119
239,1280,20.0,1994.0,1157,2,2,89108
240,1280,20.0,1994.0,1202,2,2,89108
241,1280,20.0,1994.0,1202,2,2,89108
242,1280,20.0,1994.0,1202,2,2,89108
243,1285,20.0,1994.0,1125,2,2,89108
244,1285,20.0,1994.0,1125,2,2,89108
245,1280,20.0,1994.0,1202,2,2,89108
246,1280,20.0,1994.0,1202,2,2,89108
247,1285,20.0,1994.0,1125,2,2,89108
248,1280,20.0,1994.0,1202,2,2,89108
249,1280,20.0,1994.0,1202,2,2,89108
250,1285,20.0,1994.0,1125,2,2,89108
251,1280,20.0,1994.0,1157,2,2,89108
254,1190,48.0,2013.0,712,1,1,89139
255,1224,48.0,2013.0,712,1,1,89139
256,1224,48.0,2013.0,712,1,1,89139
257,1246,48.0,2013.0,790,1,1,89139
258,1224,48.0,2013.0,712,1,1,89139
259,1300,48.0,2013.0,794,1,1,89139
260,1224,48.0,2013.0,712,1,1,89139
261,1224,48.0,2013.0,712,1,1,89139
263,1564,48.0,2013.0,1222,2,2,89139
264,1445,48.0,2013.0,1142,2,2,89139
265,1383,48.0,2013.0,1157,2,2,89139
266,1448,48.0,2013.0,1152,2,2,89139
267,1430,48.0,2013.0,1142,2,2,89139
268,1430,48.0,2013.0,1142,2,2,89139
269,1366,48.0,2013.0,961,2,2,89139
270,1365,48.0,2013.0,961,2,2,89139
271,1531,48.0,2013.0,1157,2,2,89139
272,1433,48.0,2013.0,1157,2,2,89139
273,1466,48.0,2013.0,1157,2,2,89139
274,1347,48.0,2013.0,961,2,2,89139
275,1463,48.0,2013.0,1142,2,2,89139
276,1468,48.0,2013.0,1157,2,2,89139
277,1397,48.0,2013.0,961,2,2,89139
278,1282,48.0,2013.0,961,2,2,89139
279,1513,48.0,2013.0,1157,2,2,89139
280,1496,48.0,2013.0,1222,2,2,89139
281,1365,48.0,2013.0,961,2,2,89139
282,1466,48.0,2013.0,1157,2,2,89139
283,1282,48.0,2013.0,961,2,2,89139
286,0,0.0,0.0,0,0,0,0
287,0,0.0,0.0,0,0,0,0
288,0,0.0,0.0,0,0,0,0
289,0,0.0,0.0,0,0,0,0
290,0,0.0,0.0,0,0,0,0
292,0,0.0,0.0,0,0,0,0
293,0,0.0,0.0,0,0,0,0
294,0,0.0,0.0,0,0,0,0
295,0,0.0,0.0,0,0,0,0
298,992,45.0,1998.0,480,0,1,89103
299,960,45.0,1998.0,480,0,1,89103
301,967,45.0,1998.0,588,1,1,89103
302,1117,45.0,1998.0,520,1,1,89103
303,992,45.0,1998.0,588,1,1,89103
304,992,45.0,1998.0,588,1,1,89103
305,1077,45.0,1998.0,691,1,1,89103
306,1017,45.0,1998.0,588,1,1,89103
307,1017,45.0,1998.0,588,1,1,89103
308,1065,45.0,1998.0,520,1,1,89103
309,1084,45.0,1998.0,691,1,1,89103
310,1037,45.0,1998.0,520,1,1,89103
311,1042,45.0,1998.0,520,1,1,89103
313,1339,45.0,1998.0,691,2,1,89103
314,1493,45.0,1998.0,691,2,1,89103
315,1408,45.0,1998.0,691,2,1,89103
316,1343,45.0,1998.0,691,2,1,89103
318,1358,45.0,1998.0,802,2,15,89103
319,1458,45.0,1998.0,802,2,15,89103
320,1558,45.0,1998.0,802,2,15,89103
321,1383,45.0,1998.0,802,2,15,89103
323,1598,45.0,1998.0,858,2,2,89103
326,1069,13.0,2001.0,600,1,1,89108
327,988,13.0,2001.0,455,1,1,89108
328,994,13.0,2001.0,455,1,1,89108
330,1207,13.0,2001.0,764,2,15,89108
331,1252,13.0,2001.0,764,2,15,89108
333,1127,13.0,2001.0,750,2,2,89108
334,1180,13.0,2001.0,750,2,2,89108
337,1245,8.0,,740,1,1,89130
338,1250,8.0,,740,1,1,89130
339,1225,8.0,,740,1,1,89130
340,1225,8.0,,740,1,1,89130
341,1200,8.0,,740,1,1,89130
343,1350,8.0,,960,2,2,89130
344,1330,8.0,,1121,2,2,89130
345,1350,8.0,,960,2,2,89130
346,1430,8.0,,960,2,2,89130
347,1570,8.0,,1121,2,2,89130
350,1233,26.0,,741,1,1,89147
351,1200,26.0,,741,1,1,89147
352,1282,26.0,,741,1,1,89147
354,1313,26.0,,1026,2,2,89147
355,1363,26.0,,1024,2,2,89147
356,1363,26.0,,1024,2,2,89147
357,1378,26.0,,1026,2,2,89147
358,1288,26.0,,1026,2,2,89147
359,1347,26.0,,1026,2,2,89147
361,1678,26.0,,1204,3,2,89147
364,970,28.0,1987.0,700,1,1,89102
365,950,28.0,1987.0,535,1,1,89102
366,995,28.0,1987.0,700,1,1,89102
367,950,28.0,1987.0,535,1,1,89102
368,1070,28.0,1987.0,700,1,1,89102
369,950,28.0,1987.0,535,1,1,89102
370,1020,28.0,1987.0,700,1,1,89102
371,950,28.0,1987.0,535,1,1,89102
372,950,28.0,1987.0,535,1,1,89102
373,950,28.0,1987.0,535,1,1,89102
375,1150,28.0,1987.0,1035,2,2,89102
378,1665,21.0,2016.0,917,1,1,89130
379,1551,21.0,2016.0,779,1,1,89130
380,1376,21.0,2016.0,636,1,1,89130
381,1349,21.0,2016.0,783,1,1,89130
382,1276,21.0,2016.0,779,1,1,89130
383,1276,21.0,2016.0,779,1,1,89130
384,1478,21.0,2016.0,882,1,1,89130
385,1478,21.0,2016.0,882,1,1,89130
387,1462,21.0,2016.0,1211,2,2,89130
388,1674,21.0,2016.0,1247,2,2,89130
389,1849,21.0,2016.0,1247,2,2,89130
390,1599,21.0,2016.0,1247,2,2,89130
391,1745,21.0,2016.0,1379,3,2,89130
394,1498,,2019.0,898,1,1,89139
395,1498,,2019.0,898,1,1,89139
396,1498,,2019.0,898,1,1,89139
397,1473,,2019.0,836,1,1,89139
398,1348,,2019.0,897,1,1,89139
399,1473,,2019.0,836,1,1,89139
400,1348,,2019.0,898,1,1,89139
401,1298,,2019.0,898,1,1,89139
403,1698,,2019.0,1219,2,2,89139
404,1398,,2019.0,1123,2,2,89139
405,1498,,2019.0,1123,2,2,89139
406,1648,,2019.0,1123,2,2,89139
407,1448,,2019.0,1219,2,2,89139
408,1548,,2019.0,1219,2,2,89139
409,1448,,2019.0,1123,2,2,89139
410,1448,,2019.0,1123,2,2,89139
411,1498,,2019.0,1123,2,2,89139
412,1698,,2019.0,1219,2,2,89139
414,1848,,2019.0,1390,3,2,89139
419,1228,41.0,,771,1,1,89178
420,1283,41.0,,771,1,1,89178
421,1233,41.0,,771,1,1,89178
422,1230,41.0,,771,1,1,89178
423,1253,41.0,,764,1,1,89178
424,1200,41.0,,771,1,1,89178
425,1181,41.0,,764,1,1,89178
426,1225,41.0,,873,1,1,89178
427,1200,41.0,,764,1,1,89178
428,1213,41.0,,764,1,1,89178
429,1231,41.0,,763,1,1,89178
430,1233,41.0,,764,1,1,89178
431,1250,41.0,,762,1,1,89178
432,1304,41.0,,763,1,1,89178
433,1313,41.0,,872,1,1,89178
434,1207,41.0,,764,1,1,89178
435,1238,41.0,,763,1,1,89178
436,1243,41.0,,764,1,1,89178
437,1283,41.0,,801,1,1,89178
438,1253,41.0,,764,1,1,89178
439,1202,41.0,,771,1,1,89178
440,1223,41.0,,771,1,1,89178
441,1278,41.0,,764,1,1,89178
442,1283,41.0,,771,1,1,89178
443,1263,41.0,,771,1,1,89178
444,1333,41.0,,872,1,1,89178
445,1235,41.0,,764,1,1,89178
446,1309,41.0,,872,1,1,89178
447,1227,41.0,,801,1,1,89178
448,1268,41.0,,771,1,1,89178
449,1208,41.0,,771,1,1,89178
450,1278,41.0,,764,1,1,89178
451,1238,41.0,,801,1,1,89178
453,1724,41.0,,1275,2,2,89178
454,1541,41.0,,1259,2,2,89178
455,1643,41.0,,1259,2,2,89178
456,1595,41.0,,1166,2,2,89178
457,1658,41.0,,1294,2,2,89178
458,1631,41.0,,1294,2,2,89178
459,1617,41.0,,1149,2,2,89178
460,1642,41.0,,1166,2,2,89178
461,1528,41.0,,1259,2,2,89178
462,1699,41.0,,1275,2,2,89178
463,1562,41.0,,1149,2,2,89178
464,1566,41.0,,1149,2,2,89178
467,1166,,,395,0,1,89101
468,1246,,,395,0,1,89101
469,1308,,,525,1,1,89101
471,1428,,,613,1,1,89101
472,1508,,,658,1,1,89101
473,2100,,,1444,1,1,89101
474,1701,,,951,2,2,89101
476,2078,,,1021,2,2,89101
479,0,0.0,0.0,0,0,0,0
480,0,0.0,0.0,0,0,0,0
481,0,0.0,0.0,0,0,0,0
482,0,0.0,0.0,0,0,0,0
483,0,0.0,0.0,0,0,0,0
485,0,0.0,0.0,0,0,0,0
486,0,0.0,0.0,0,0,0,0
487,0,0.0,0.0,0,0,0,0
488,0,0.0,0.0,0,0,0,0
489,0,0.0,0.0,0,0,0,0
490,0,0.0,0.0,0,0,0,0
492,0,0.0,0.0,0,0,0,0
493,0,0.0,0.0,0,0,0,0
494,0,0.0,0.0,0,0,0,0
495,0,0.0,0.0,0,0,0,0
498,1285,11.0,2009.0,753,1,1,89122
499,1230,11.0,2009.0,753,1,1,89122
500,1350,11.0,2009.0,1122,2,2,89122
502,1445,11.0,2009.0,1122,2,2,89122
503,1335,11.0,2009.0,1122,2,2,89122
504,1345,11.0,2009.0,1122,2,2,89122
505,1450,11.0,2009.0,1122,2,2,89122
508,0,0.0,0.0,0,0,0,0
509,0,0.0,0.0,0,0,0,0
510,0,0.0,0.0,0,0,0,0
511,0,0.0,0.0,0,0,0,0
512,0,0.0,0.0,0,0,0,0
513,0,0.0,0.0,0,0,0,0
514,0,0.0,0.0,0,0,0,0
515,0,0.0,0.0,0,0,0,0
516,0,0.0,0.0,0,0,0,0
517,0,0.0,0.0,0,0,0,0
518,0,0.0,0.0,0,0,0,0
519,0,0.0,0.0,0,0,0,0
520,0,0.0,0.0,0,0,0,0
521,0,0.0,0.0,0,0,0,0
522,0,0.0,0.0,0,0,0,0
523,0,0.0,0.0,0,0,0,0
525,0,0.0,0.0,0,0,0,0
526,0,0.0,0.0,0,0,0,0
527,0,0.0,0.0,0,0,0,0
530,1335,18.0,,915,1,1,89149
531,1384,18.0,,915,1,1,89149
532,1240,18.0,,915,1,1,89149
533,1294,18.0,,745,1,1,89149
534,1384,18.0,,745,1,1,89149
535,1470,18.0,,975,2,1,89149
537,1455,18.0,,975,2,1,89149
538,1455,18.0,,975,2,1,89149
540,1705,18.0,,1217,2,2,89149
541,1705,18.0,,1217,2,2,89149
542,1535,18.0,,1018,2,2,89149
544,1890,18.0,,1323,3,2,89149
547,856,53.0,1997.0,520,1,1,89121
548,906,53.0,1997.0,695,1,1,89121
549,881,53.0,1997.0,695,1,1,89121
550,966,53.0,1997.0,695,1,1,89121
551,795,53.0,1997.0,520,1,1,89121
552,931,53.0,1997.0,695,1,1,89121
553,922,53.0,1997.0,695,1,1,89121
554,866,53.0,1997.0,695,1,1,89121
555,868,53.0,1997.0,695,1,1,89121
556,844,53.0,1997.0,695,1,1,89121
558,933,53.0,1997.0,695,2,1,89121
559,1006,53.0,1997.0,695,2,1,89121
560,972,53.0,1997.0,695,2,1,89121
561,972,53.0,1997.0,695,2,1,89121
563,1083,53.0,1997.0,802,2,15,89121
564,1083,53.0,1997.0,802,2,15,89121
565,1108,53.0,1997.0,802,2,15,89121
566,1120,53.0,1997.0,802,2,15,89121
567,1092,53.0,1997.0,802,2,15,89121
570,1222,16.0,2011.0,718,1,1,89113
571,1212,16.0,2011.0,707,1,1,89113
572,1242,16.0,2011.0,718,1,1,89113
573,1260,16.0,2011.0,882,1,1,89113
574,1222,16.0,2011.0,718,1,1,89113
575,1295,16.0,2011.0,882,1,1,89113
577,1453,16.0,2011.0,980,2,2,89113
579,1556,16.0,2011.0,1150,2,25,89113
580,1561,16.0,2011.0,1150,2,25,89113
581,1538,16.0,2011.0,1140,2,25,89113
582,1606,16.0,2011.0,1185,2,25,89113
585,1520,,,679,1,1,89141
586,1645,,,679,1,1,89141
587,1590,,,679,1,1,89141
588,1680,,,679,1,1,89141
589,1675,,,679,1,1,89141
590,1905,,,679,1,1,89141
591,1755,,,679,1,1,89141
592,1655,,,679,1,1,89141
593,1630,,,679,1,1,89141
594,1620,,,679,1,1,89141
595,1570,,,679,1,1,89141
596,1580,,,679,1,1,89141
597,1715,,,679,1,1,89141
598,1630,,,679,1,1,89141
599,1730,,,679,1,1,89141
600,1630,,,679,1,1,89141
601,1815,,,679,1,1,89141
602,1580,,,679,1,1,89141
603,1805,,,679,1,1,89141
604,1805,,,679,1,1,89141
605,1720,,,679,1,1,89141
606,1805,,,679,1,1,89141
607,1605,,,679,1,1,89141
608,1665,,,679,1,1,89141
609,1630,,,679,1,1,89141
610,1605,,,679,1,1,89141
611,1790,,,679,1,1,89141
612,1570,,,679,1,1,89141
613,1865,,,679,1,1,89141
614,1675,,,679,1,1,89141
615,1630,,,679,1,1,89141
616,1520,,,679,1,1,89141
617,1800,,,782,1,1,89141
619,2145,,,1034,2,2,89141
620,2170,,,1034,2,2,89141
621,2315,,,1034,2,2,89141
622,2320,,,1034,2,2,89141
623,2160,,,1034,2,2,89141
624,2335,,,1191,2,2,89141
625,2365,,,1034,2,2,89141
626,2100,,,1034,2,2,89141
627,2295,,,1034,2,2,89141
628,2385,,,1034,2,2,89141
629,2385,,,1191,2,2,89141
630,2335,,,1191,2,2,89141
631,2185,,,1034,2,2,89141
632,2150,,,1034,2,2,89141
633,2385,,,1191,2,2,89141
634,2170,,,1034,2,2,89141
635,2150,,,1034,2,2,89141
636,2100,,,1034,2,2,89141
637,2100,,,1034,2,2,89141
638,2365,,,1034,2,2,89141
639,2295,,,1034,2,2,89141
640,2535,,,1034,2,2,89141
641,2085,,,1034,2,2,89141
642,2170,,,1034,2,2,89141
643,2035,,,1034,2,2,89141
644,2180,,,1034,2,2,89141
645,2235,,,1034,2,2,89141
646,2190,,,1034,2,2,89141
647,2035,,,1034,2,2,89141
648,2170,,,1034,2,2,89141
649,2395,,,1191,2,2,89141
650,2315,,,1034,2,2,89141
651,2585,,,1034,2,2,89141
652,2260,,,1034,2,2,89141
653,2380,,,1191,2,2,89141
654,2370,,,1034,2,2,89141
655,2170,,,1034,2,2,89141
658,1255,11.0,2001.0,768,1,1,89129
659,1305,11.0,2001.0,811,1,1,89129
660,1225,11.0,2001.0,768,1,1,89129
661,1225,11.0,2001.0,768,1,1,89129
662,1240,11.0,2001.0,725,1,1,89129
663,1210,11.0,2001.0,725,1,1,89129
664,1300,11.0,2001.0,768,1,1,89129
665,1225,11.0,2001.0,768,1,1,89129
666,1315,11.0,2001.0,768,1,1,89129
667,1230,11.0,2001.0,725,1,1,89129
668,1230,11.0,2001.0,811,1,1,89129
669,1260,11.0,2001.0,811,1,1,89129
670,1190,11.0,2001.0,725,1,1,89129
671,1275,11.0,2001.0,725,1,1,89129
672,1230,11.0,2001.0,768,1,1,89129
674,1440,11.0,2001.0,932,2,1,89129
675,1485,11.0,2001.0,932,2,1,89129
676,1420,11.0,2001.0,932,2,1,89129
677,1425,11.0,2001.0,932,2,1,89129
678,1445,11.0,2001.0,932,2,1,89129
680,1575,11.0,2001.0,1170,2,2,89129
681,1485,11.0,2001.0,1170,2,2,89129
682,1485,11.0,2001.0,1170,2,2,89129
683,1575,11.0,2001.0,1170,2,2,89129
684,1465,11.0,2001.0,1170,2,2,89129
685,1530,11.0,2001.0,1170,2,2,89129
686,1540,11.0,2001.0,1170,2,2,89129
687,1465,11.0,2001.0,1170,2,2,89129
688,1485,11.0,2001.0,1170,2,2,89129
690,1605,11.0,2001.0,1265,3,2,89129
691,1695,11.0,2001.0,1265,3,2,89129
693,1309,33.0,,761,1,1,89113
694,1329,33.0,,774,1,1,89113
695,1609,33.0,,1140,2,2,89113
696,1609,33.0,,1175,2,2,89113
697,1924,33.0,,1261,2,2,89113
698,1794,33.0,,1253,3,2,89113
701,0,0.0,0.0,0,0,0,0
702,0,0.0,0.0,0,0,0,0
703,0,0.0,0.0,0,0,0,0
704,0,0.0,0.0,0,0,0,0
705,0,0.0,0.0,0,0,0,0
706,0,0.0,0.0,0,0,0,0
707,0,0.0,0.0,0,0,0,0
708,0,0.0,0.0,0,0,0,0
709,0,0.0,0.0,0,0,0,0
710,0,0.0,0.0,0,0,0,0
711,0,0.0,0.0,0,0,0,0
713,0,0.0,0.0,0,0,0,0
714,0,0.0,0.0,0,0,0,0
715,0,0.0,0.0,0,0,0,0
716,0,0.0,0.0,0,0,0,0
717,0,0.0,0.0,0,0,0,0
718,0,0.0,0.0,0,0,0,0
721,1195,55.0,1995.0,724,1,1,89103
723,1350,55.0,1995.0,1093,2,2,89103
726,1169,26.0,1989.0,661,1,1,89146
727,1179,26.0,1989.0,661,1,1,89146
728,1159,26.0,1989.0,661,1,1,89146
729,1169,26.0,1989.0,661,1,1,89146
731,1203,26.0,1989.0,918,2,2,89146
732,1303,26.0,1989.0,918,2,2,89146
733,1303,26.0,1989.0,918,2,2,89146
734,1504,26.0,1989.0,918,2,2,89146
735,1303,26.0,1989.0,918,2,2,89146
737,1760,26.0,1989.0,1109,3,2,89146
739,1841,26.0,1989.0,1354,3,25,89146
740,1731,26.0,1989.0,1354,3,25,89146
743,1375,47.0,,747,1,1,89147
744,1495,47.0,,843,1,1,89147
745,1585,47.0,,843,1,1,89147
746,1250,47.0,,747,1,1,89147
747,1300,47.0,,747,1,1,89147
748,1335,47.0,,619,1,1,89147
749,1270,47.0,,619,1,1,89147
750,1395,47.0,,619,1,1,89147
751,1365,47.0,,747,1,1,89147
752,1385,47.0,,835,1,1,89147
753,1250,47.0,,747,1,1,89147
754,1270,47.0,,619,1,1,89147
755,1385,47.0,,835,1,1,89147
756,1385,47.0,,835,1,1,89147
757,1495,47.0,,843,1,1,89147
758,1385,47.0,,835,1,1,89147
759,1470,47.0,,843,1,1,89147
760,1520,47.0,,843,1,1,89147
761,1320,47.0,,619,1,1,89147
762,1780,47.0,,1161,2,2,89147
764,2020,47.0,,1505,2,2,89147
765,1700,47.0,,1161,2,2,89147
766,1700,47.0,,1161,2,2,89147
767,2035,47.0,,1505,2,2,89147
768,1725,47.0,,1161,2,2,89147
769,2050,47.0,,1585,2,2,89147
771,2760,47.0,,1752,3,2,89147
772,2775,47.0,,1752,3,2,89147
773,2710,47.0,,1752,3,2,89147
774,2735,47.0,,1752,3,2,89147
777,1170,21.0,1997.0,799,1,1,89128
778,1170,21.0,1997.0,799,1,1,89128
779,1340,21.0,1997.0,799,1,1,89128
780,1170,21.0,1997.0,799,1,1,89128
782,1240,21.0,1997.0,1060,2,2,89128
783,1485,21.0,1997.0,1060,2,2,89128
784,1240,21.0,1997.0,1060,2,2,89128
787,1080,6.0,,704,1,1,89122
788,1045,6.0,,704,1,1,89122
789,1080,6.0,,704,1,1,89122
790,1065,6.0,,704,1,1,89122
791,1055,6.0,,704,1,1,89122
792,1070,6.0,,704,1,1,89122
793,1070,6.0,,704,1,1,89122
794,1075,6.0,,704,1,1,89122
795,1070,6.0,,704,1,1,89122
796,1060,6.0,,704,1,1,89122
798,1255,6.0,,947,2,2,89122
799,1270,6.0,,947,2,2,89122
800,1280,6.0,,947,2,2,89122
801,1310,6.0,,947,2,2,89122
802,1260,6.0,,947,2,2,89122
803,1295,6.0,,947,2,2,89122
806,1310,7.0,1998.0,925,1,1,89144
807,1310,7.0,1998.0,925,1,1,89144
