,price,Days on Market,Year Built,sqft,bed,bath,zipcode
20144,2200,12.0,,699,1,1,60601
20145,2460,12.0,,731,1,1,60601
20146,2190,12.0,,699,1,1,60601
20147,2215,12.0,,678,1,1,60601
20148,2220,12.0,,703,1,1,60601
20149,2130,12.0,,616,1,1,60601
20150,2240,12.0,,699,1,1,60601
20151,2255,12.0,,659,1,1,60601
20152,2260,12.0,,658,1,1,60601
20153,2430,12.0,,731,1,1,60601
20154,2185,12.0,,643,1,1,60601
20155,2440,12.0,,731,1,1,60601
20156,2140,12.0,,616,1,1,60601
20157,2440,12.0,,731,1,1,60601
20158,2450,12.0,,731,1,1,60601
20159,2235,12.0,,678,1,1,60601
20160,2240,12.0,,658,1,1,60601
20161,2305,12.0,,659,1,1,60601
20162,2445,12.0,,630,1,1,60601
20163,2195,12.0,,643,1,1,60601
20164,2210,12.0,,699,1,1,60601
20165,2275,12.0,,674,1,1,60601
20166,2225,12.0,,678,1,1,60601
20167,2285,12.0,,674,1,1,60601
20168,2240,12.0,,703,1,1,60601
20169,2175,12.0,,643,1,1,60601
20170,2120,12.0,,616,1,1,60601
20171,2175,12.0,,643,1,1,60601
20172,2100,12.0,,616,1,1,60601
20173,2240,12.0,,658,1,1,60601
20174,2230,12.0,,703,1,1,60601
20175,2255,12.0,,678,1,1,60601
20176,2200,12.0,,703,1,1,60601
20177,2265,12.0,,659,1,1,60601
20178,2275,12.0,,659,1,1,60601
20179,2220,12.0,,699,1,1,60601
20180,2230,12.0,,658,1,1,60601
20181,2265,12.0,,674,1,1,60601
20182,2210,12.0,,703,1,1,60601
20183,2250,12.0,,658,1,1,60601
20184,2305,12.0,,674,1,1,60601
20185,2165,12.0,,643,1,1,60601
20186,2530,12.0,,657,1,1,60601
20187,2285,12.0,,659,1,1,60601
20188,2295,12.0,,674,1,1,60601
20189,2205,12.0,,678,1,1,60601
20190,2110,12.0,,616,1,1,60601
20192,3475,12.0,,1072,2,2,60601
20193,3680,12.0,,1153,2,2,60601
20194,3735,12.0,,1162,2,2,60601
20195,3445,12.0,,1072,2,2,60601
20196,3755,12.0,,1162,2,2,60601
20197,3670,12.0,,1153,2,2,60601
20198,3650,12.0,,1153,2,2,60601
20199,3660,12.0,,1153,2,2,60601
20200,3465,12.0,,1072,2,2,60601
20201,3640,12.0,,1153,2,2,60601
20202,3725,12.0,,1162,2,2,60601
20203,3455,12.0,,1072,2,2,60601
20204,3745,12.0,,1162,2,2,60601
20205,3775,12.0,,1162,2,2,60601
20206,3455,12.0,,1072,2,2,60601
20208,6775,12.0,,1520,3,3,60601
20213,890,7.0,,500,1,1,60644
20214,835,7.0,,525,1,1,60644
20217,1070,12.0,,700,2,1,60644
20219,1135,12.0,,825,3,1,60644
20221,1423,8.0,2014.0,580,0,1,60610
20222,1431,8.0,2014.0,580,0,1,60610
20223,1431,8.0,2014.0,580,0,1,60610
20225,2192,8.0,2014.0,977,1,1,60610
20226,2192,8.0,2014.0,977,1,1,60610
20227,2154,8.0,2014.0,855,1,1,60610
20228,2177,8.0,2014.0,977,1,1,60610
20229,2192,8.0,2014.0,855,1,1,60610
20230,2231,8.0,2014.0,855,1,1,60610
20231,2215,8.0,2014.0,855,1,1,60610
20232,2340,8.0,2014.0,836,1,1,60610
20233,1996,8.0,2014.0,780,1,1,60610
20237,4000,28.0,,1258,2,2,60642
20239,3900,28.0,,1402,2,3,60642
20241,1305,,1987.0,500,0,1,60614
20242,1330,,1987.0,500,0,1,60614
20243,1405,,1987.0,500,0,1,60614
20244,1455,,1987.0,500,0,1,60614
20245,1430,,1987.0,500,0,1,60614
20246,1430,,1987.0,500,0,1,60614
20247,1430,,1987.0,500,0,1,60614
20248,1405,,1987.0,500,0,1,60614
20249,1405,,1987.0,500,0,1,60614
20250,1482,,1987.0,500,0,1,60614
20252,2225,,1987.0,900,1,1,60614
20253,2100,,1987.0,900,1,1,60614
20254,2050,,1987.0,900,1,1,60614
20255,2100,,1987.0,900,1,1,60614
20256,2126,,1987.0,850,1,1,60614
20257,2100,,1987.0,850,1,1,60614
20258,2151,,1987.0,850,1,1,60614
20259,2100,,1987.0,900,1,1,60614
20260,2225,,1987.0,900,1,1,60614
20261,2100,,1987.0,850,1,1,60614
20262,2175,,1987.0,900,1,1,60614
20263,2225,,1987.0,850,1,1,60614
20264,2177,,1987.0,700,1,1,60614
20265,2150,,1987.0,850,1,1,60614
20266,2175,,1987.0,900,1,1,60614
20267,2025,,1987.0,850,1,1,60614
20268,2000,,1987.0,850,1,1,60614
20269,2175,,1987.0,900,1,1,60614
20270,2182,,1987.0,700,1,1,60614
20271,2100,,1987.0,900,1,1,60614
20272,2175,,1987.0,900,1,1,60614
20273,2200,,1987.0,900,1,1,60614
20275,2926,,1987.0,1200,2,2,60614
20276,1250,,,650,0,1,60614
20280,745,55.0,,441,0,1,60644
20281,745,55.0,,441,0,1,60644
20287,0,0.0,0.0,0,0,0,0
20289,5329,,,1473,3,2,60614
20291,1770,,,550,0,1,60610
20292,1760,,,565,0,1,60610
20293,1750,,,550,0,1,60610
20294,1935,,,510,0,1,60610
20295,1694,,,515,0,1,60610
20296,1740,,,550,0,1,60610
20297,1895,,,565,0,1,60610
20298,1790,,,550,0,1,60610
20299,1815,,,515,0,1,60610
20300,1775,,,565,0,1,60610
20301,1730,,,550,0,1,60610
20302,1700,,,510,0,1,60610
20303,2065,,,515,0,1,60610
20304,2025,,,550,0,1,60610
20305,2065,,,510,0,1,60610
20306,1795,,,510,0,1,60610
20307,1780,,,550,0,1,60610
20308,2025,,,565,0,1,60610
20309,1640,,,550,0,1,60610
20310,1825,,,510,0,1,60610
20311,1780,,,565,0,1,60610
20312,1640,,,565,0,1,60610
20313,1600,,,520,0,1,60610
20314,1620,,,565,0,1,60610
20315,1775,,,515,0,1,60610
20316,1805,,,515,0,1,60610
20317,1935,,,515,0,1,60610
20318,1660,,,550,0,1,60610
20319,1785,,,515,0,1,60610
20321,2425,,,650,1,1,60610
20322,2385,,,650,1,1,60610
20323,2535,,,650,1,1,60610
20324,2475,,,615,1,1,60610
20325,2245,,,650,1,1,60610
20326,2275,,,650,1,1,60610
20327,2395,,,650,1,1,60610
20328,2475,,,650,1,1,60610
20329,2265,,,615,1,1,60610
20330,2295,,,650,1,1,60610
20331,2535,,,650,1,1,60610
20332,2645,,,650,1,1,60610
20333,2645,,,650,1,1,60610
20334,2245,,,615,1,1,60610
20335,2233,,,650,1,1,60610
20336,3478,,,750,1,1,60610
20337,2725,,,650,1,1,60610
20338,2618,,,650,1,1,60610
20339,2725,,,750,1,1,60610
20340,2725,,,650,1,1,60610
20341,2385,,,615,1,1,60610
20343,3095,,,1020,2,2,60610
20344,3405,,,1025,2,2,60610
20345,3445,,,1025,2,2,60610
20346,3395,,,1020,2,2,60610
20347,6500,,,1900,2,2,60610
20349,3535,,,1055,2,2,60610
20350,4200,,,1025,2,2,60610
20351,3455,,,1025,2,2,60610
20352,3525,,,1055,2,2,60610
20353,3375,,,1055,2,2,60610
20354,5500,,,1900,2,2,60610
20355,6500,,,1900,2,2,60610
20356,3115,,,1020,2,2,60610
20357,3415,,,1025,2,2,60610
20358,3465,,,1025,2,2,60610
20360,3395,,,1025,2,2,60610
20361,3575,,,1025,2,2,60610
20362,3165,,,1025,2,2,60610
20363,3245,,,1020,2,2,60610
20364,7000,,,1900,2,2,60610
20365,3975,,,1055,2,2,60610
20366,6500,,,1900,2,2,60610
20367,3295,,,1020,2,2,60610
20368,3195,,,1020,2,2,60610
20369,9500,,,1710,2,2,60610
20371,4295,,,1235,3,2,60610
20372,4305,,,1235,3,2,60610
20373,4795,,,1235,3,2,60610
20374,4235,,,1235,3,2,60610
20375,4285,,,1235,3,2,60610
20376,4315,,,1235,3,2,60610
20377,4195,,,1235,3,2,60610
20411,1311,,,800,1,1,60660
20412,1386,,,800,1,1,60660
20413,1706,,,800,1,1,60660
20414,1495,,,800,1,1,60660
20415,1425,,,800,1,1,60660
20417,890,13.0,,646,1,1,60619
20420,1695,,,771,1,1,60657
20421,2220,,,897,1,1,60657
20422,1690,,,731,1,1,60657
20423,1705,,,771,1,1,60657
20424,2060,,,771,1,1,60657
20425,2000,,,897,1,1,60657
20426,1795,,,771,1,1,60657
20428,3565,,,1920,3,3,60657
20429,3900,,,2011,3,3,60657
20430,3995,,,1920,3,3,60657
20431,3495,,,2011,3,3,60657
20432,4495,,,2315,3,3,60657
20457,1172,,,526,0,1,60657
20458,1172,,,526,0,1,60657
20459,1202,,,544,0,1,60657
20461,1471,,,574,1,1,60657
20462,1324,,,601,1,1,60657
20463,1395,,,616,1,1,60657
20464,1486,,,616,1,1,60657
20465,1695,,,688,1,1,60657
20467,1995,,,834,2,1,60657
20468,1895,,,834,2,1,60657
20469,1995,,,834,2,1,60657
20471,1345,45.0,1923.0,514,0,0,60637
20472,1335,45.0,1923.0,514,0,0,60637
20473,1444,45.0,1923.0,612,0,0,60637
20474,1335,45.0,1923.0,514,0,1,60637
20475,1444,45.0,1923.0,612,0,1,60637
20477,2230,45.0,1923.0,1032,1,0,60637
20478,1740,45.0,1923.0,685,1,0,60637
20479,1640,45.0,1923.0,685,1,0,60637
20480,1595,45.0,1923.0,660,1,0,60637
20481,1540,45.0,1923.0,621,1,0,60637
20482,1648,45.0,1923.0,643,1,0,60637
20483,1610,45.0,1923.0,761,1,0,60637
20484,1757,45.0,1923.0,761,1,0,60637
20485,1695,45.0,1923.0,643,1,0,60637
20486,2160,45.0,1923.0,1032,1,0,60637
20487,1795,45.0,1923.0,805,1,0,60637
20488,1540,45.0,1923.0,621,1,1,60637
20489,1648,45.0,1923.0,643,1,1,60637
20490,1595,45.0,1923.0,660,1,1,60637
20491,1640,45.0,1923.0,685,1,1,60637
20492,1610,45.0,1923.0,761,1,1,60637
20493,1795,45.0,1923.0,805,1,2,60637
20494,2160,45.0,1923.0,1032,1,2,60637
20496,2115,45.0,1923.0,1039,2,0,60637
20497,2200,45.0,1923.0,1039,2,0,60637
20498,1993,45.0,1923.0,1039,2,0,60637
20499,2100,45.0,1923.0,1039,2,0,60637
20500,2295,45.0,1923.0,1221,2,0,60637
20501,2400,45.0,1923.0,1223,2,0,60637
20502,2325,45.0,1923.0,1140,2,0,60637
20503,2200,45.0,1923.0,1223,2,0,60637
20504,2685,45.0,1923.0,1346,2,0,60637
20505,1993,45.0,1923.0,1039,2,2,60637
20506,2100,45.0,1923.0,1039,2,2,60637
20507,2325,45.0,1923.0,1140,2,2,60637
20508,2295,45.0,1923.0,1221,2,2,60637
20509,2200,45.0,1923.0,1223,2,2,60637
20510,2685,45.0,1923.0,1346,2,2,60637
20512,1500,,,540,1,1,60640
20513,1425,,,540,1,1,60640
20514,1450,,,575,1,1,60640
20515,1350,,,417,1,1,60640
20516,1325,,,450,1,1,60640
20517,1350,,,450,1,1,60640
20518,1500,,,520,1,1,60640
20519,1295,,,430,1,1,60640
20520,1350,,,420,1,1,60640
20521,1475,,,520,1,1,60640
20522,1500,,,600,1,1,60640
20523,1350,,,430,1,1,60640
20525,1850,,,900,2,1,60640
20526,1850,,,850,2,1,60640
20527,1850,,,840,2,1,60640
20529,1850,,,1000,2,2,60640
20530,1795,,,720,2,2,60640
20531,1950,,,960,2,2,60640
20532,1045,,,360,0,1,60657
20535,1430,,1970.0,507,0,1,60610
20536,1460,,1970.0,514,0,1,60610
20537,1490,,1970.0,514,0,1,60610
20538,1400,,1970.0,491,0,1,60610
20539,1470,,1970.0,514,0,1,60610
20540,1400,,1970.0,507,0,1,60610
20541,1500,,1970.0,514,0,1,60610
20542,1500,,1970.0,514,0,1,60610
20543,1500,,1970.0,514,0,1,60610
20544,1480,,1970.0,514,0,1,60610
20545,1410,,1970.0,507,0,1,60610
20546,1490,,1970.0,514,0,1,60610
20547,1480,,1970.0,514,0,1,60610
20548,1430,,1970.0,507,0,1,60610
20550,1735,,1970.0,706,1,1,60610
20551,1875,,1970.0,751,1,1,60610
20552,1650,,1970.0,687,1,1,60610
20553,1710,,1970.0,699,1,1,60610
20554,1765,,1970.0,706,1,1,60610
20555,1700,,1970.0,699,1,1,60610
20556,1750,,1970.0,699,1,1,60610
20557,1690,,1970.0,689,1,1,60610
20558,1865,,1970.0,748,1,1,60610
20559,1730,,1970.0,699,1,1,60610
20560,1700,,1970.0,699,1,1,60610
20561,1750,,1970.0,699,1,1,60610
20562,1775,,1970.0,706,1,1,60610
20563,1680,,1970.0,687,1,1,60610
20564,1775,,1970.0,706,1,1,60610
20565,1755,,1970.0,706,1,1,60610
20566,1775,,1970.0,706,1,1,60610
20567,1670,,1970.0,689,1,1,60610
20568,1745,,1970.0,706,1,1,60610
20569,1785,,1970.0,706,1,1,60610
20570,1730,,1970.0,699,1,1,60610
20571,1745,,1970.0,706,1,1,60610
20572,1875,,1970.0,748,1,1,60610
20573,1765,,1970.0,706,1,1,60610
20574,1660,,1970.0,687,1,1,60610
20575,1785,,1970.0,706,1,1,60610
20576,1700,,1970.0,687,1,1,60610
20577,1855,,1970.0,748,1,1,60610
20578,1935,,1970.0,748,1,1,60610
20579,1815,,1970.0,706,1,1,60610
20581,2580,,1970.0,1031,2,2,60610
20582,2520,,1970.0,1031,2,2,60610
20583,2550,,1970.0,1031,2,2,60610
20584,2550,,1970.0,1031,2,2,60610
20585,2530,,1970.0,1031,2,2,60610
20586,2550,,1970.0,1031,2,2,60610
20587,2540,,1970.0,1031,2,2,60610
20588,2700,,1970.0,1031,2,2,60610
20589,2590,,1970.0,1031,2,2,60610
20591,1160,,,747,1,1,60641
20592,1020,,,740,1,1,60641
20593,1095,,,659,1,1,60641
20595,1395,,,878,2,1,60641
20596,1415,,,878,2,1,60641
20598,1470,,,939,2,2,60641
20600,1048,,,354,0,1,60657
20601,1051,,,390,0,1,60657
20603,1417,,,640,1,1,60657
20604,1446,,,675,1,1,60657
20605,1446,,,681,1,1,60657
20606,1416,,,647,1,1,60657
20612,2600,,,1054,2,2,60625
20613,2455,,,939,2,2,60625
20614,2455,,,939,2,2,60625
20615,2425,,,918,2,2,60625
20616,2525,,,1054,2,2,60625
20618,1486,,,410,0,1,60610
20619,1478,,,410,0,1,60610
20620,1361,,,520,0,1,60610
20621,1478,,,410,0,1,60610
20622,1486,,,410,0,1,60610
20623,1346,,,384,0,1,60610
20624,1486,,,410,0,1,60610
20625,1493,,,410,0,1,60610
20626,1493,,,410,0,1,60610
20628,1944,,,688,1,1,60610
20629,1909,,,630,1,1,60610
20630,1944,,,720,1,1,60610
20631,1874,,,630,1,1,60610
20632,1882,,,688,1,1,60610
20633,1882,,,688,1,1,60610
20634,2170,,,863,1,1,60610
20635,2123,,,677,1,1,60610
20636,2271,,,869,1,1,60610
20637,1766,,,590,1,1,60610
20638,1944,,,688,1,1,60610
20639,2100,,,677,1,1,60610
20640,2022,,,708,1,1,60610
20641,2116,,,677,1,1,60610
20642,1882,,,693,1,1,60610
20643,1641,,,581,1,1,60610
20644,1555,,,581,1,1,60610
20645,1769,,,630,1,1,60610
20646,1676,,,640,1,1,60610
20647,2046,,,708,1,1,60610
20648,1886,,,630,1,1,60610
20649,1917,,,630,1,1,60610
20650,1944,,,753,1,1,60610
20651,1874,,,693,1,1,60610
20652,2030,,,708,1,1,60610
20653,1878,,,630,1,1,60610
20654,1789,,,640,1,1,60610
20655,1867,,,682,1,1,60610
20656,2038,,,708,1,1,60610
20657,2411,,,869,1,1,60610
20658,2419,,,869,1,1,60610
20659,1749,,,506,1,1,60610
20660,1804,,,640,1,1,60610
20661,1874,,,630,1,1,60610
20662,1952,,,720,1,1,60610
20663,1883,,,506,1,1,60610
20664,2178,,,863,1,1,60610
20665,1867,,,630,1,1,60610
20666,1925,,,630,1,1,60610
20667,1758,,,590,1,1,60610
20668,1649,,,581,1,1,60610
20669,2108,,,677,1,1,60610
20670,1867,,,630,1,1,60610
20671,1944,,,688,1,1,60610
20673,2932,,,995,2,2,60610
20674,2940,,,995,2,2,60610
20675,2924,,,995,2,2,60610
20676,2722,,,995,2,2,60610
20678,1150,,,510,0,1,60657
20679,1050,,,423,0,1,60657
20680,1150,,,510,0,1,60657
20681,950,,,475,0,1,60657
20682,895,,,478,0,1,60657
20683,1175,,,500,0,1,60657
20684,895,,,475,0,1,60657
20685,1150,,,510,0,1,60657
20686,1195,,,510,0,1,60657
20687,925,,,435,0,1,60657
20688,850,,,475,0,1,60657
20689,1125,,,423,0,1,60657
20690,1195,,,510,0,1,60657
20692,1995,,,1275,2,2,60657
20700,1550,3.0,,648,0,1,60605
20701,1595,3.0,,480,0,1,60605
20702,1595,3.0,,480,0,1,60605
20703,1595,3.0,,578,0,1,60605
20704,1595,3.0,,610,0,1,60605
20705,1595,3.0,,578,0,1,60605
20706,1600,3.0,,648,0,1,60605
20708,1940,3.0,,747,1,1,60605
20709,1960,3.0,,725,1,1,60605
20710,1965,3.0,,725,1,1,60605
20711,1915,3.0,,725,1,1,60605
20712,1915,3.0,,748,1,1,60605
20713,1915,3.0,,725,1,1,60605
20714,1890,3.0,,747,1,1,60605
20715,1915,3.0,,725,1,1,60605
20716,2010,3.0,,725,1,1,60605
20717,1915,3.0,,725,1,1,60605
20718,1915,3.0,,748,1,1,60605
20720,2500,3.0,,950,2,1,60605
20721,2275,3.0,,860,2,1,60605
20722,2275,3.0,,938,2,1,60605
20723,2450,3.0,,938,2,1,60605
20724,2525,3.0,,860,2,1,60605
20725,2500,3.0,,950,2,1,60605
20726,2500,3.0,,860,2,1,60605
20727,2275,3.0,,950,2,1,60605
20728,2500,3.0,,950,2,1,60605
20729,2500,3.0,,938,2,1,60605
20731,2625,3.0,,1107,2,2,60605
20732,2400,3.0,,1107,2,2,60605
20733,2625,3.0,,1107,2,2,60605
20734,2400,3.0,,968,2,2,60605
20735,2620,3.0,,1107,2,2,60605
20736,1970,3.0,,968,2,2,60605
20737,2620,3.0,,968,2,2,60605
20739,6975,3.0,,2095,2,25,60605
20741,6000,3.0,,1894,3,25,60605
20743,1458,,,622,1,1,60637
20744,1436,,,622,1,1,60637
20745,1451,,,622,1,1,60637
20746,1386,,,622,1,1,60637
20747,1411,,,622,1,1,60637
20748,1430,,,609,1,1,60637
20749,1461,,,622,1,1,60637
20750,1345,,,609,1,1,60637
20752,3081,,,1173,2,1,60637
20753,1887,,,964,2,1,60637
20756,1385,,,601,1,1,60625
20757,1295,,,621,1,1,60625
20758,1295,,,617,1,1,60625
20759,1295,,,642,1,1,60625
20760,1295,,,621,1,1,60625
20761,1195,,,642,1,1,60625
20762,1260,,,562,1,1,60625
20763,1260,,,558,1,1,60625
20765,975,43.0,,700,2,1,60620
20769,1085,6.0,,1400,2,1,60619
20771,1845,3.0,,545,0,1,60640
20772,1860,3.0,,545,0,1,60640
20773,1675,3.0,,525,0,1,60640
20774,1790,3.0,,525,0,1,60640
20775,1625,3.0,,525,0,1,60640
20776,1785,3.0,,545,0,1,60640
20777,1645,3.0,,525,0,1,60640
20778,1655,3.0,,525,0,1,60640
20779,1530,3.0,,525,0,1,60640
20780,1605,3.0,,525,0,1,60640
20781,1780,3.0,,525,0,1,60640
20782,1760,3.0,,525,0,1,60640
20783,1655,3.0,,525,0,1,60640
20784,1635,3.0,,525,0,1,60640
20785,1770,3.0,,525,0,1,60640
20787,2285,3.0,,845,1,1,60640
20788,2755,3.0,,925,1,1,60640
20789,2386,3.0,,820,1,1,60640
20790,2085,3.0,,715,1,1,60640
20791,2330,3.0,,855,1,1,60640
20792,2500,3.0,,820,1,1,60640
20793,2300,3.0,,765,1,1,60640
20794,2200,3.0,,700,1,1,60640
20795,2131,3.0,,770,1,1,60640
20796,2476,3.0,,820,1,1,60640
20797,2750,3.0,,845,1,1,60640
20798,2300,3.0,,785,1,1,60640
20799,2416,3.0,,820,1,1,60640
20800,2253,3.0,,785,1,1,60640
20801,2263,3.0,,785,1,1,60640
20802,2150,3.0,,700,1,1,60640
20803,2135,3.0,,715,1,1,60640
20804,2195,3.0,,715,1,1,60640
20805,2245,3.0,,785,1,1,60640
20806,2280,3.0,,765,1,1,60640
20807,2670,3.0,,845,1,1,60640
20808,2227,3.0,,765,1,1,60640
20809,2140,3.0,,700,1,1,60640
20810,2470,3.0,,820,1,1,60640
20811,2310,3.0,,855,1,1,60640
20812,2550,3.0,,845,1,1,60640
20813,2302,3.0,,765,1,1,60640
20814,2471,3.0,,820,1,1,60640
20816,3150,3.0,,1105,2,2,60640
20817,3025,3.0,,1105,2,2,60640
20818,3005,3.0,,1105,2,2,60640
20819,3105,3.0,,1075,2,2,60640
20820,3210,3.0,,1075,2,2,60640
20822,5880,3.0,,2100,3,35,60640
20823,5303,3.0,,2250,3,35,60640
20824,5303,3.0,,2250,3,35,60640
20825,4950,3.0,,2100,3,35,60640
20827,1791,,,559,0,1,60613
20828,1881,,,618,0,1,60613
20829,1866,,,697,0,1,60613
20830,2087,,,689,0,1,60613
20831,2070,,,689,0,1,60613
20832,2006,,,697,0,1,60613
20833,2057,,,670,0,1,60613
20834,1946,,,603,0,1,60613
20835,1697,,,501,0,1,60613
20836,2087,,,689,0,1,60613
20837,2019,,,689,0,1,60613
20838,1854,,,697,0,1,60613
20839,2074,,,697,0,1,60613
20840,1571,,,501,0,1,60613
20841,1783,,,559,0,1,60613
20842,2057,,,670,0,1,60613
20844,2151,,,757,1,1,60613
20845,2337,,,772,1,1,60613
20846,2323,,,718,1,1,60613
20847,2125,,,793,1,1,60613
20848,2320,,,772,1,1,60613
20850,3219,,,1044,2,2,60613
20851,3210,,,1044,2,2,60613
20852,3210,,,1044,2,2,60613
20853,3497,,,1279,2,2,60613
20854,3219,,,1044,2,2,60613
20855,3617,,,1409,2,2,60613
20856,3351,,,1197,2,2,60613
20857,3189,,,1044,2,2,60613
20858,3480,,,1279,2,2,60613
20859,3381,,,1186,2,2,60613
20860,3180,,,1044,2,2,60613
20862,2370,55.0,,891,1,1,60614
20863,2765,55.0,,966,1,1,60614
20864,2380,55.0,,891,1,1,60614
20865,2300,55.0,,803,1,1,60614
20866,2365,55.0,,715,1,1,60614
20867,2510,55.0,,803,1,1,60614
20869,4395,55.0,,1408,2,2,60614
20870,4150,55.0,,1408,2,2,60614
20872,1656,,2006.0,585,0,1,60611
20873,1676,,2006.0,713,0,1,60611
20874,1688,,2006.0,585,0,1,60611
20875,2127,,2006.0,585,0,1,60611
20876,2087,,2006.0,585,0,1,60611
20877,2007,,2006.0,585,0,1,60611
20878,1868,,2006.0,713,0,1,60611
20879,1672,,2006.0,585,0,1,60611
20880,1609,,2006.0,585,0,1,60611
20881,1356,,2006.0,585,0,1,60611
20882,1861,,2006.0,713,0,1,60611
20883,1704,,2006.0,585,0,1,60611
20884,2178,,2006.0,713,0,1,60611
20885,1922,,2006.0,585,0,1,60611
20886,1877,,2006.0,713,0,1,60611
20887,1656,,2006.0,585,0,1,60611
20888,2107,,2006.0,585,0,1,60611
20889,1942,,2006.0,585,0,1,60611
20890,2047,,2006.0,585,0,1,60611
20891,2027,,2006.0,585,0,1,60611
20892,2188,,2006.0,713,0,1,60611
20893,2208,,2006.0,713,0,1,60611
20894,2248,,2006.0,711,0,1,60611
20896,2361,,2006.0,1199,1,1,60611
20897,2127,,2006.0,819,1,1,60611
20898,1879,,2006.0,819,1,1,60611
20899,2034,,2006.0,785,1,1,60611
20900,2344,,2006.0,785,1,1,60611
20901,2158,,2006.0,819,1,1,60611
20902,2656,,2006.0,819,1,1,60611
20903,2089,,2006.0,785,1,1,60611
20904,2514,,2006.0,785,1,1,60611
20905,1814,,2006.0,785,1,1,60611
20906,2127,,2006.0,819,1,1,60611
20907,2539,,2006.0,785,1,1,60611
20908,2494,,2006.0,785,1,1,60611
20910,3018,,2006.0,1043,1,15,60611
20911,2998,,2006.0,1043,1,15,60611
20912,3313,,2006.0,1043,1,15,60611
20914,3920,,2006.0,1233,2,2,60611
20915,2744,,2006.0,1278,2,2,60611
20916,3455,,2006.0,1278,2,2,60611
20917,3715,,2006.0,1278,2,2,60611
20918,3017,,2006.0,1278,2,2,60611
20919,3650,,2006.0,1399,2,2,60611
20920,3812,,2006.0,1233,2,2,60611
20921,3665,,2006.0,1233,2,2,60611
20922,3053,,2006.0,1233,2,2,60611
20923,3690,,2006.0,1278,2,2,60611
20924,3640,,2006.0,1278,2,2,60611
20925,3715,,2006.0,1278,2,2,60611
20926,3790,,2006.0,1278,2,2,60611
20927,3765,,2006.0,1278,2,2,60611
20928,2938,,2006.0,1278,2,2,60611
20929,3429,,2006.0,1399,2,2,60611
20930,3835,,2006.0,1233,2,2,60611
20931,3053,,2006.0,1233,2,2,60611
20932,2834,,2006.0,1233,2,2,60611
20934,5590,,2006.0,1813,3,3,60611
20935,4891,,2006.0,1813,3,3,60611
20936,5895,,2006.0,1813,3,3,60611
20937,4949,,2006.0,1813,3,3,60611
20938,5570,,2006.0,1813,3,3,60611
20939,5770,,2006.0,1813,3,3,60611
20940,4697,,2006.0,1813,3,3,60611
20941,5550,,2006.0,1813,3,3,60611
20942,4991,,2006.0,1813,3,3,60611
20944,2450,,,1250,1,1,60657
20945,2185,,,1250,1,1,60657
20946,3450,,,1250,1,1,60657
20947,3495,,,1672,2,2,60657
20949,3705,,,1833,3,3,60657
20950,3995,,,1975,3,3,60657
20952,1660,,1974.0,545,1,1,60614
20953,1660,,1974.0,545,1,1,60614
20955,1571,,,486,0,1,60647
20956,1750,,,471,0,1,60647
20957,1571,,,471,0,1,60647
20958,1750,,,471,0,1,60647
20959,1730,,,471,0,1,60647
20960,1750,,,471,0,1,60647
20961,1750,,,471,0,1,60647
20962,1850,,,471,0,1,60647
20963,1750,,,471,0,1,60647
20964,1750,,,471,0,1,60647
20965,1750,,,471,0,1,60647
20967,1786,,,616,1,1,60647
20968,2315,,,682,1,1,60647
20969,2100,,,565,1,1,60647
20970,2145,,,617,1,1,60647
20971,2125,,,617,1,1,60647
20972,2020,,,608,1,1,60647
20973,2075,,,617,1,1,60647
20974,2050,,,618,1,1,60647
20975,2075,,,603,1,1,60647
20976,2070,,,620,1,1,60647
20977,1895,,,682,1,1,60647
20978,1975,,,603,1,1,60647
20979,1970,,,565,1,1,60647
20980,2070,,,618,1,1,60647
20981,1895,,,616,1,1,60647
20982,1970,,,608,1,1,60647
20984,2575,,,734,2,1,60647
20985,2500,,,734,2,1,60647
20987,2900,,,884,2,2,60647
20988,2830,,,862,2,2,60647
20989,2650,,,899,2,2,60647
20990,2700,,,862,2,2,60647
20991,3200,,,928,2,2,60647
20992,2850,,,884,2,2,60647
20993,3150,,,928,2,2,60647
20994,2650,,,852,2,2,60647
20995,2800,,,884,2,2,60647
20996,2650,,,899,2,2,60647
20997,2726,,,884,2,2,60647
20998,3025,,,852,2,2,60647
21000,3500,,,1034,1,15,60649
21002,2229,,,1083,2,1,60649
21003,2229,,,1083,2,1,60649
21004,2229,,,1083,2,1,60649
21005,2229,,,1083,2,1,60649
21006,2229,,,1083,2,1,60649
21007,2229,,,1083,2,1,60649
21009,2199,,,1035,2,15,60649
21011,2259,,,1068,2,2,60649
21012,2259,,,1068,2,2,60649
21013,2259,,,1068,2,2,60649
21014,4000,,,1187,2,2,60649
21015,2419,,,1322,2,2,60649
21016,2259,,,1068,2,2,60649
21017,2259,,,1068,2,2,60649
21018,2259,,,1068,2,2,60649
21019,2259,,,1068,2,2,60649
21020,2259,,,1068,2,2,60649
21021,2259,,,1068,2,2,60649
21022,2299,,,1137,2,2,60649
21023,2319,,,1174,2,2,60649
21024,2259,,,1068,2,2,60649
21025,2259,,,1068,2,2,60649
21027,1150,,,415,0,1,60626
21028,1050,,,400,0,1,60626
21029,1075,,,402,0,1,60626
21030,1050,,,400,0,1,60626
21032,1195,,,425,1,1,60626
21033,1350,,,605,1,1,60626
21034,1450,,,605,1,1,60626
21035,1395,,,505,1,1,60626
